COMID,NWs,SiteClass,BFICat
3405369,0.047213302,LoN,18
3405371,0.047230979,LoN,17.52511416
3405373,0.043499999,LoN,18.71456311
3405377,0.044000313,LoN,19
3405379,0.043720902,LoN,19
3405389,0.047237407,LoN,17.08746356
3405391,0.046555854,LoN,19
3405399,0.044418471,LoN,16.97579948
3405401,0.043973054,LoN,17.981426
3405403,0.047173247,LoN,17.70096154
3405409,0.043499999,LoN,18
3405411,0.043499999,LoN,18
3405421,0.105670565,HiN,19
3405433,0.047038696,LoN,19
3405435,0.109998814,HiN,19
3405453,0.048006121,LoN,19
3405461,0.043499999,LoN,17
3405469,0.04697179,LoN,17.49687305
3405471,0.044135406,LoN,17
3405473,0.044550936,LoN,18
3405475,0.046897131,LoN,17.00218341
3405477,0.046937534,LoN,17.95242036
3405491,0.18697438,HiN,19
3405497,0.063522067,LoN,19
3405509,0.043499999,LoN,16.39368061
3405519,0.049081942,LoN,17.1440273
3405529,0.045288082,LoN,16.79925544
3405535,0.043499999,LoN,16
3405539,0.046836166,LoN,18
3405543,0.046120936,LoN,18
3405559,0.043580157,LoN,16.00637394
3405561,0.044247423,LoN,16.09584665
3405571,0.044231219,LoN,16.57086922
3405579,0.045969592,LoN,16.51898734
3405583,0.045990743,LoN,16.05374593
3405585,0.045997144,LoN,16.72014925
3405587,0.044268396,LoN,16
3405589,0.045971942,LoN,16.06772009
3405591,0.045945218,LoN,16
3405595,0.043709267,LoN,16
3405597,0.045926958,LoN,16
3405601,0.045941106,LoN,16
3405613,0.04639439,LoN,16
3405619,0.045989713,LoN,16
3405623,0.046388762,LoN,16
3405625,0.046380032,LoN,16
3405633,0.044457507,LoN,18
3405635,0.04694116,LoN,17.2890542
3405637,0.046379618,LoN,16.31422018
3405675,0.046306169,LoN,16
3405685,0.044710471,LoN,16.94661191
3405687,0.04702714,LoN,16.03464755
3405689,0.04466215,LoN,17.21514098
3405693,0.044207841,LoN,16.13059701
3405707,0.044195202,LoN,16
3405717,0.04532455,LoN,17.34302326
3405719,0.043499999,LoN,16.79596977
3405721,0.043499999,LoN,16
3405737,0.043499999,LoN,16.796828
3405741,0.044187998,LoN,16
3405743,0.046301093,LoN,16
3405749,0.043499999,LoN,17
3405757,0.04399168,LoN,16.0591982
3405759,0.044585157,LoN,16.59745894
3405763,0.043499999,LoN,17
3405767,0.044175325,LoN,16
3405769,0.047022726,LoN,16
3405773,0.044157101,LoN,16
3405775,0.04415661,LoN,16
3405777,0.044158952,LoN,16
3405781,0.044159609,LoN,16
3405783,0.044163071,LoN,16
3405785,0.047234843,LoN,16
3405787,0.044160411,LoN,16
3405789,0.049831616,LoN,18
3405793,0.044161094,LoN,16
3405803,0.044156008,LoN,16
3405817,0.048906098,LoN,17.0877193
3405819,0.047288697,LoN,17.43921569
3405821,0.044153627,LoN,16
3405823,0.049485908,LoN,16.9311981
3405825,0.044148036,LoN,16
3405827,0.047490462,LoN,16.48270995
3405831,0.044147779,LoN,16
3405833,0.04418662,LoN,16
3405835,0.044710365,LoN,16
3405837,0.049831016,LoN,16
3405839,0.044152795,LoN,16
3405841,0.044147678,LoN,16
3405843,0.044943414,LoN,16.39491399
3405887,0.043499999,LoN,25.02173913
3405889,0.043499999,LoN,25.53565506
3405891,0.043499999,LoN,25.23099538
3405893,0.044474057,LoN,24.21447368
3405895,0.048654115,LoN,24.82976957
3405897,0.049555624,LoN,24.19646182
3405899,0.045733128,LoN,24
3405907,0.04631949,LoN,23.67724257
3405911,0.046007617,LoN,21.89580488
3405913,0.046999377,LoN,22
3405915,0.04596959,LoN,21.50197852
3405917,0.043625819,LoN,20.96297881
3405933,0.043499999,LoN,16.76444444
3405935,0.046864883,LoN,17.76708075
3405937,0.046859962,LoN,18
3405939,0.050002804,LoN,18.64928166
3405945,0.045967368,LoN,16
3405949,0.050796897,LoN,16
3406097,0.133644072,HiN,19
3406101,0.047016288,LoN,19
3406103,0.133641288,HiN,19
3406109,0.047053996,LoN,19
3406111,0.111383943,HiN,19
3406113,0.047916276,LoN,19
3406123,0.133635485,HiN,19
3406125,0.04809425,LoN,19
3406127,0.187094648,HiN,19
3406129,0.063414989,LoN,19
3406131,0.052338668,LoN,18.1654321
3406133,0.133526356,HiN,18.88299763
3406135,0.063591882,LoN,19
3406137,0.04700507,LoN,18
3406139,0.046745676,LoN,18
3406141,0.133518528,HiN,18.01688693
3406143,0.046884138,LoN,18
3406149,0.046252218,LoN,18
3406153,0.046109703,LoN,17.62711343
3406155,0.046946269,LoN,18
3406159,0.046053872,LoN,17.36326531
3406161,0.046009845,LoN,17
3406163,0.046044624,LoN,16.56466877
3406165,0.04702949,LoN,17
3406169,0.133389874,HiN,18.09154281
3406173,0.133019795,HiN,18
3406189,0.133021291,HiN,18
3406191,0.044259452,LoN,18
3406193,0.045739931,LoN,16.05240175
3406199,0.133013661,HiN,17.99408634
3406201,0.044230538,LoN,16
3406203,0.04727627,LoN,16
3406205,0.04418816,LoN,16
3406209,0.133018983,HiN,17.21630094
3406211,0.048947766,LoN,17
3406215,0.044158424,LoN,16
3406217,0.044156811,LoN,16
3406221,0.049993999,LoN,27.90318119
3406225,0.043499999,LoN,25.83333333
3406229,0.043573115,LoN,22
3406259,0.133643868,HiN,19
3406263,0.044157211,LoN,16
3406265,0.044158387,LoN,16
3406273,0.049832301,LoN,16
3406275,0.044212957,LoN,16
3406639,0.049993999,LoN,26
3406641,0.049993999,LoN,26
3406643,0.049993999,LoN,26
3406645,0.049993999,LoN,26
3406647,0.049291411,LoN,26.12210296
3406649,0.049993999,LoN,25.95168642
3406651,0.049730821,LoN,25.84832968
3406653,0.032138117,LoN,25.88625824
3406655,0.048851781,LoN,25
3406657,0.049726629,LoN,25.05878751
3406659,0.048038166,LoN,25.56551261
3406661,0.03168339,LoN,23.04312115
3406663,0.049993999,LoN,25.1475708
3406665,0.041106087,LoN,23.02564103
3406667,0.038559409,LoN,25
3406669,0.042825801,LoN,25.0984564
3406671,0.048544386,LoN,24
3406673,0.049765607,LoN,24.07152949
3406675,0.033867821,LoN,22.88971006
3406677,0.049548214,LoN,24.41620284
3406679,0.0492516,LoN,23
3406681,0.048505448,LoN,24.08386379
3406683,0.048406015,LoN,23.38185496
3406685,0.025766616,LoN,22.03816436
3406687,0.047845049,LoN,22.04640478
3406689,0.048156828,LoN,22
3406691,0.03684261,LoN,21.85500761
3406693,0.049417924,LoN,23.85146985
3406695,0.049240881,LoN,22.48272699
3406697,0.04884264,LoN,21.08928571
3406699,0.049875761,LoN,20.85171569
3406701,0.048957937,LoN,23.34996257
3406703,0.048808316,LoN,22.47694998
3406705,0.045451329,LoN,20.47884187
3406707,0.046681009,LoN,19.59104106
3406709,0.049437598,LoN,20
3406711,0.049118093,LoN,21.61725712
3406713,0.034438582,LoN,19.61499625
3406715,0.049019404,LoN,20
3406717,0.049148763,LoN,20.49339867
3406719,0.048686433,LoN,20.30214205
3406721,0.047729379,LoN,20.01516196
3406723,0.048966854,LoN,20.33641931
3406725,0.049993999,LoN,19.82460474
3406727,0.044487308,LoN,19.31099496
3406729,0.046626648,LoN,19
3406731,0.047403131,LoN,19.32102547
3406733,0.047571966,LoN,19.50915057
3406735,0.027941141,LoN,18.98688712
3406737,0.047304207,LoN,18.88352676
3406739,0.044082909,LoN,16.50361817
3406741,0.032759701,LoN,18.43240783
3406743,0.044656002,LoN,16.95172414
3406745,0.049596838,LoN,18.32152562
3406747,0.049993999,LoN,18
3406749,0.048434971,LoN,18.27313401
3406751,0.049993999,LoN,17.92634315
3406753,0.044230993,LoN,16.2150176
3406755,0.043499999,LoN,16.89068514
3406757,0.045724552,LoN,17.62959559
3406759,0.046363332,LoN,16.53961398
3406761,0.04363439,LoN,16.55242319
3406763,0.049993999,LoN,17.55396341
3406765,0.046559908,LoN,16.63729525
3406767,0.043499999,LoN,17
3406769,0.044804373,LoN,17
3406771,0.047454792,LoN,17
3406773,0.049993999,LoN,17
3406775,0.049226285,LoN,17
3406777,0.049464102,LoN,17
3406779,0.043499999,LoN,16.87556654
3406781,0.044679453,LoN,17
3406783,0.043499999,LoN,17
3406785,0.043499999,LoN,17
3406787,0.04450366,LoN,17
3406789,0.048637008,LoN,17
3406791,0.043655285,LoN,17
3406793,0.048241036,LoN,17
3406795,0.043856799,LoN,17
3406797,0.043499999,LoN,17
3406799,0.043499999,LoN,17
3406801,0.044193641,LoN,17
3406803,0.044977636,LoN,17
3406805,0.047342014,LoN,17.0567033
3406807,0.043879277,LoN,17
3406819,0.049846457,LoN,26.63363752
3406821,0.049511702,LoN,24.79175598
3406823,0.034770449,LoN,23
3406825,0.030454893,LoN,22.76584765
3406827,0.035359876,LoN,23.68479499
3406829,0.048951128,LoN,23
3406831,0.04149425,LoN,23.01911966
3406833,0.049188765,LoN,22.60416032
3406835,0.044375616,LoN,22.25472313
3406837,0.044392405,LoN,22
3406839,0.044295241,LoN,21.73090555
3406841,0.043651783,LoN,20
3406843,0.047739477,LoN,18.23319829
3406845,0.04413933,LoN,19.01541419
3406847,0.043775279,LoN,17.41192613
3406849,0.047172198,LoN,17.34115884
3406851,0.049993999,LoN,26.01272232
3406853,0.049993999,LoN,26
3406855,0.049993999,LoN,25.94347826
3406859,0.039973423,LoN,25
3406861,0.047659513,LoN,20.97757848
3406863,0.044149347,LoN,18.12819857
3406865,0.049429462,LoN,18
3406867,0.044353237,LoN,18
3406869,0.033409187,LoN,18.03407135
3406871,0.043856069,LoN,18
3406873,0.049993999,LoN,26
3406875,0.049993999,LoN,26
3406877,0.049993999,LoN,25.88271262
3406879,0.049993999,LoN,25
3406881,0.049993999,LoN,24
3406883,0.035690907,LoN,25.08391608
3406885,0.049957922,LoN,23
3406887,0.049993999,LoN,22
3406889,0.049754318,LoN,21.19637883
3406891,0.048442633,LoN,19.99847839
3406893,0.043499999,LoN,17
3406895,0.049993999,LoN,17
3406897,0.049993999,LoN,26
3406899,0.049993999,LoN,26
3406901,0.047582021,LoN,21.97127016
3406903,0.043667217,LoN,16
3406905,0.046365071,LoN,16.25641026
3407003,0.044145112,LoN,16
3407007,0.04428704,LoN,17
3407013,0.044089784,LoN,16.95952706
3407019,0.044057212,LoN,17
3407023,0.043499999,LoN,16
3407025,0.046959622,LoN,16.43218197
3407035,0.05269045,LoN,16.63109756
3407041,0.043499999,LoN,16
3407043,0.043763379,LoN,16
3407045,0.04564329,LoN,17
3407047,0.052765694,LoN,16.15363881
3407049,0.043759369,LoN,16
3407053,0.043705962,LoN,17
3407055,0.043499999,LoN,16
3407059,0.044964548,LoN,16.131324
3407061,0.04513871,LoN,15.90303453
3407065,0.044934364,LoN,16
3407069,0.043499999,LoN,17
3407071,0.043499999,LoN,16.75961995
3407075,0.049656424,LoN,16
3407077,0.045165065,LoN,16
3407087,0.043575765,LoN,15.04153605
3407089,0.043499999,LoN,16.88523677
3407091,0.044890777,LoN,15.8002161
3407093,0.044062342,LoN,15
3407095,0.045831082,LoN,16
3407097,0.045835069,LoN,16
3407099,0.04583869,LoN,16
3407101,0.045853587,LoN,16
3407105,0.043499999,LoN,15.79231473
3407107,0.043499999,LoN,15.68276109
3407111,0.043830404,LoN,15
3407113,0.043499999,LoN,15
3407115,0.044288643,LoN,15
3407121,0.043499999,LoN,15
3407127,0.043499999,LoN,15
3407133,0.043499999,LoN,15.23353819
3407141,0.043499999,LoN,15
3407143,0.043499999,LoN,15
3407159,0.043499999,LoN,15
3407161,0.044083985,LoN,15
3407163,0.044477606,LoN,15
3407177,0.044501657,LoN,15
3407181,0.044924546,LoN,15
3407187,0.043499999,LoN,15
3407191,0.044741719,LoN,15
3407193,0.044341419,LoN,14.9978714
3407195,0.043783513,LoN,15
3407203,0.043499999,LoN,15
3407207,0.043499999,LoN,15
3407209,0.045783617,LoN,14
3407211,0.044194088,LoN,15
3407221,0.043509903,LoN,14.60906091
3407225,0.044529401,LoN,14
3407229,0.044256375,LoN,14
3407231,0.04597315,LoN,14
3407237,0.0446763,LoN,14
3407243,0.046667679,LoN,14
3407245,0.043499999,LoN,15
3407247,0.043508751,LoN,14.10253634
3407253,0.046113825,LoN,14
3407273,0.043576739,LoN,14.84315934
3407275,0.044094018,LoN,14
3407277,0.043760035,LoN,14.75437236
3407285,0.044082431,LoN,14
3407293,0.044199928,LoN,14.46567379
3407303,0.044998131,LoN,14.06645994
3407305,0.043499999,LoN,14.1646912
3407309,0.041231983,LoN,14
3407311,0.04503488,LoN,14.00518672
3407313,0.046191443,LoN,14
3407321,0.043254901,LoN,14
3407323,0.044058614,LoN,14
3407329,0.043191487,LoN,14
3407443,0.048961465,LoN,17
3407451,0.133017716,HiN,17
3407453,0.133027891,HiN,16.88465975
3407455,0.053652513,LoN,16
3407459,0.133027468,HiN,16.16372392
3407461,0.133041316,HiN,16
3407463,0.046050082,LoN,15.63502203
3407475,0.133012815,HiN,15.5025247
3407479,0.132988266,HiN,14.94684025
3407483,0.132991953,HiN,14.14564831
3407485,0.044836588,LoN,15
3407487,0.044488019,LoN,15
3407489,0.044762789,LoN,15
3407493,0.13296931,HiN,14
3407497,0.132968417,HiN,14.00240096
3407499,0.132873603,HiN,14
3407501,0.043677545,LoN,14
3407503,0.132867702,HiN,14
3407509,0.0452401,LoN,14
3407513,0.132866251,HiN,14
3407517,0.044907798,LoN,14
3407519,0.035716766,LoN,14
3407523,0.132868087,HiN,14
3407525,0.042685437,LoN,14
3407527,0.132865622,HiN,14
3407533,0.132853664,HiN,14
3407537,0.132852232,HiN,14
3407539,0.045681837,LoN,14
3407541,0.04415804,LoN,14
3407545,0.132837684,HiN,14
3407547,0.043741972,LoN,14
3407549,0.132816493,HiN,14
3407551,0.132832939,HiN,14
3407553,0.132815951,HiN,14
3407555,0.132814064,HiN,14
3407557,0.043187067,LoN,14
3407567,0.132788085,HiN,14
3407589,0.045853858,LoN,16
3407991,0.044215483,LoN,17
3407993,0.04370776,LoN,17
3407995,0.044054325,LoN,17
3407997,0.043499999,LoN,17
3407999,0.043499999,LoN,17
3408001,0.044140088,LoN,17
3408003,0.043700628,LoN,17
3408005,0.044044285,LoN,17
3408007,0.044521662,LoN,17
3408009,0.044124742,LoN,16.90607276
3408011,0.044048214,LoN,17
3408013,0.035568614,LoN,16.21029248
3408015,0.043999191,LoN,17
3408017,0.043889782,LoN,17
3408019,0.039009434,LoN,17
3408021,0.043953412,LoN,17
3408023,0.044263181,LoN,17
3408025,0.041214054,LoN,16.63128664
3408027,0.046178087,LoN,17
3408029,0.043623787,LoN,17
3408031,0.037992606,LoN,16
3408033,0.043499999,LoN,16.8112544
3408035,0.043909168,LoN,17
3408037,0.048233188,LoN,16.52551409
3408039,0.043981331,LoN,17
3408041,0.043633396,LoN,17
3408043,0.043736242,LoN,17
3408045,0.043973544,LoN,17
3408047,0.043976025,LoN,16.56232329
3408049,0.04562126,LoN,16.24532287
3408051,0.043499999,LoN,17
3408053,0.043654672,LoN,16.72540984
3408055,0.04433346,LoN,16.38217968
3408057,0.043893149,LoN,16
3408059,0.04356742,LoN,17
3408061,0.043499999,LoN,16.98761261
3408063,0.043751078,LoN,16.32712986
3408065,0.046527058,LoN,16.63265986
3408067,0.045664143,LoN,16
3408069,0.043499999,LoN,16.90181058
3408071,0.047074333,LoN,15.6502259
3408073,0.043564267,LoN,17
3408075,0.044375629,LoN,16
3408077,0.044811293,LoN,16
3408079,0.043879781,LoN,16.07063889
3408081,0.043508915,LoN,16.09439179
3408083,0.043499999,LoN,16.48879586
3408085,0.046333668,LoN,15.06926952
3408087,0.044610494,LoN,15.05016337
3408089,0.043573604,LoN,16.0102178
3408091,0.043047375,LoN,15
3408093,0.044368208,LoN,15.47904284
3408095,0.043499999,LoN,16
3408097,0.043499999,LoN,16
3408099,0.043499999,LoN,16
3408101,0.043499999,LoN,15.9982684
3408103,0.043499999,LoN,16
3408105,0.043499999,LoN,15.29333573
3408107,0.043499999,LoN,15.5583174
3408109,0.043499999,LoN,15.97295374
3408111,0.043499999,LoN,16
3408113,0.043499999,LoN,15.80001747
3408115,0.043499999,LoN,15.81158129
3408117,0.043499999,LoN,15.68090017
3408119,0.043499999,LoN,15.11269397
3408121,0.043499999,LoN,15.09428176
3408123,0.045217386,LoN,15
3408125,0.043499999,LoN,15.19568278
3408127,0.043499999,LoN,15
3408129,0.043499999,LoN,15
3408131,0.043499999,LoN,15
3408133,0.043499999,LoN,15
3408135,0.043499999,LoN,15
3408137,0.044221785,LoN,15
3408139,0.043499999,LoN,15
3408141,0.043499999,LoN,15
3408143,0.043909627,LoN,15.11193798
3408145,0.043499999,LoN,14.64909958
3408147,0.043796304,LoN,15
3408149,0.043856287,LoN,15
3408151,0.043832363,LoN,15
3408153,0.044229185,LoN,14.98205528
3408155,0.044766366,LoN,15
3408157,0.043633583,LoN,15
3408159,0.043913928,LoN,15
3408161,0.043833796,LoN,15
3408163,0.043499999,LoN,15
3408165,0.044708793,LoN,14.94710744
3408167,0.045377398,LoN,14.99556919
3408169,0.043499999,LoN,15
3408171,0.045499005,LoN,14
3408173,0.043499999,LoN,15
3408175,0.043499999,LoN,14.97718447
3408177,0.043499999,LoN,15
3408179,0.044981369,LoN,14.07145475
3408181,0.045582467,LoN,14.56379585
3408183,0.045549445,LoN,15
3408185,0.044232643,LoN,14.950143
3408187,0.042779668,LoN,14.00048309
3408189,0.045305831,LoN,14.01178203
3408191,0.044785625,LoN,14
3408193,0.046494689,LoN,14
3408195,0.044328609,LoN,15
3408197,0.044588027,LoN,14
3408199,0.132773481,HiN,14
3408203,0.043499999,LoN,14
3408205,0.043499999,LoN,14
3408211,0.043499999,LoN,14
3408225,0.04532209,LoN,14
3408245,0.04445143,LoN,17
3408247,0.044189054,LoN,17
3408249,0.043803318,LoN,16.78736093
3408251,0.044746952,LoN,15
3408255,0.04442434,LoN,14.10715657
3408257,0.044443804,LoN,15
3408259,0.043499999,LoN,14.47201739
3408261,0.044564494,LoN,14.54707943
3408267,0.132787561,HiN,14
3408273,0.132793824,HiN,14
3408275,0.042613622,LoN,14
3408277,0.132792048,HiN,14
3408283,0.132773393,HiN,14
3408285,0.132775506,HiN,14.0002742
3408289,0.132780052,HiN,14
3408291,0.044418712,LoN,14
3408293,0.132709284,HiN,14
3408299,0.132710677,HiN,14
3408303,0.045518061,LoN,14
3408305,0.132718941,HiN,14
3408307,0.132717847,HiN,14
3410031,0.047739595,LoN,17
3410039,0.0448188,LoN,15
3410043,0.043589398,LoN,14
3410045,0.042630685,LoN,14
3410047,0.043576321,LoN,14
3410053,0.044258863,LoN,17.75549758
3882192,0.047384052,LoN,36
3882264,0.031991708,LoN,36
3882308,0.039156154,LoN,36.0026494
3882310,0.037814927,LoN,36
3882320,0.038696438,LoN,36
3882366,0.038116458,LoN,36
3882368,0.038649553,LoN,36
3882402,0.038818182,LoN,36
3882414,0.038250991,LoN,36
3882416,0.03856469,LoN,36
3882418,0.048835689,LoN,36
3882460,0.040088363,LoN,36
3882462,0.049993999,LoN,36
3882516,0.040809878,LoN,36
3882530,0.048171551,LoN,36
3882590,0.043465063,LoN,36
3882592,0.046126318,LoN,36
3882662,0.045479213,LoN,36
3882810,0.043499999,LoN,36
3882838,0.045395148,LoN,34.29061181
3882840,0.044623941,LoN,34.26693878
3882850,0.043499999,LoN,35.54181098
3882852,0.043499999,LoN,35.77397849
3882896,0.043499999,LoN,35.85235558
3882966,0.043931952,LoN,34.95453506
3882982,0.043569473,LoN,35.00402994
3882984,0.043499999,LoN,35
3883000,0.043543924,LoN,35
3883002,0.043499999,LoN,35
3883052,0.043540564,LoN,35
3883056,0.044095389,LoN,35
3883082,0.049867132,LoN,34.17989418
3883086,0.046555393,LoN,33.35463347
3883088,0.046292804,LoN,35.02733979
3883132,0.047391923,LoN,34
3883134,0.049993999,LoN,34.0041632
3883206,0.045291701,LoN,34.87103718
3883208,0.04414035,LoN,34.90996785
3883212,0.04523894,LoN,34
3883214,0.047746722,LoN,33.9377335
3883218,0.049348008,LoN,34.82145276
3883220,0.04587647,LoN,33.01044634
3883238,0.04745084,LoN,34
3883242,0.045292787,LoN,34
3883268,0.045735592,LoN,32.9394572
3883270,0.045452823,LoN,31.87178779
3883296,0.049993999,LoN,34.45542636
3883302,0.045681379,LoN,32
3883304,0.045809667,LoN,32
3883306,0.049868339,LoN,32.79074074
3883356,0.046357047,LoN,32
3883368,0.048857492,LoN,32
3883372,0.045441218,LoN,32
3883374,0.046416635,LoN,32
3883402,0.049993999,LoN,33.37481437
3883438,0.046332097,LoN,32
3883450,0.046315198,LoN,32
3883452,0.049993999,LoN,32.2042646
3883574,0.026874641,LoN,36
3883674,0.04754071,LoN,34.01937322
3883676,0.048301258,LoN,34.18394091
3883688,0.045478334,LoN,31.79844675
3883898,0.049953206,LoN,32
3884872,0.049620957,LoN,32
3884876,0.049513313,LoN,32
3884920,0.049993999,LoN,32
3884924,0.049469388,LoN,32
3885010,0.046483766,LoN,31.45352692
3885012,0.048793259,LoN,31.66738625
3885082,0.04610317,LoN,30.61070304
3885164,0.046511204,LoN,30.30413859
3885606,0.043499999,LoN,23
3885622,0.043499999,LoN,23
3885624,0.092144236,HiN,22.86096458
3885634,0.043499999,LoN,23
3885640,0.06980065,LoN,21.96403873
3885658,0.070814601,LoN,20.75477917
3885668,0.043499999,LoN,22.10985277
3885684,0.043499999,LoN,21.58520179
3885690,0.048102116,LoN,20
3885694,0.044474291,LoN,20.86581921
3885706,0.094031051,HiN,19.60050891
3885714,0.212350994,HiN,19
3885716,0.212350994,HiN,19
3885718,0.11758542,HiN,19
3885752,0.046561716,LoN,31.01157982
3885798,0.174760792,HiN,19.9572533
3886034,0.11750029,HiN,19.59180518
3886036,0.043942689,LoN,22.093483
3886044,0.094132398,HiN,19
3886046,0.117567568,HiN,19
3886048,0.117562258,HiN,19.00225887
3886050,0.212350994,HiN,19
3886052,0.1175841,HiN,19
3886054,0.117584991,HiN,19
3886056,0.117585003,HiN,19
3886058,0.117587284,HiN,19
3886076,0.043499999,LoN,22
3886078,0.212350994,HiN,19
3886088,0.11758526,HiN,19
3920523,0.149838001,HiN,31.06542056
3920525,0.149838001,HiN,31.22460101
3920527,0.149838001,HiN,32
3920529,0.149838001,HiN,31.99048913
3920531,0.149838001,HiN,32
3920533,0.149838001,HiN,31.31766576
3920535,0.149838001,HiN,31.99297811
3920537,0.149838001,HiN,32
3920539,0.149838001,HiN,32
3920541,0.149838001,HiN,32
3920543,0.149838001,HiN,32
3920545,0.149838001,HiN,32
3920547,0.149838001,HiN,31.78464068
3920549,0.149838001,HiN,32
3920551,0.149838001,HiN,32
3920553,0.149838001,HiN,32
3920555,0.149838001,HiN,31.98610478
3920557,0.149838001,HiN,32
3920559,0.149838001,HiN,32
3920561,0.149838001,HiN,32.03170227
3920563,0.149838001,HiN,32
3920565,0.149838001,HiN,32
3920567,0.149838001,HiN,32
3920569,0.149838001,HiN,32
3920571,0.149838001,HiN,31.14905037
3920573,0.149838001,HiN,32
3920575,0.149838001,HiN,32.19233937
3920579,0.149838001,HiN,33
3920581,0.149838001,HiN,32.5191186
3920583,0.149838001,HiN,32.16907987
3920587,0.149838001,HiN,32.24433364
3920589,0.149838001,HiN,32.87429467
3920591,0.149838001,HiN,33
3920593,0.149838001,HiN,32
3920595,0.149838001,HiN,32
3920597,0.149838001,HiN,32.25220459
3920599,0.149838001,HiN,33
3920601,0.149838001,HiN,33
3920603,0.149838001,HiN,33
3920605,0.149838001,HiN,33
3920607,0.149838001,HiN,32.34021978
3920609,0.149838001,HiN,32.08974359
3920611,0.149838001,HiN,32.15595075
3920613,0.149838001,HiN,32.66895369
3920615,0.149838001,HiN,32.01534392
3920617,0.149838001,HiN,32.08226691
3920619,0.149838001,HiN,32.89104046
3920621,0.149838001,HiN,34
3920623,0.149838001,HiN,32.16832722
